gene_or_protein,study_bias_score
ETV6,4
CHMP2A,5
ZFYVE1,2
TMEM171,1
C18orf21,1
GKAP1,2
RRM2B,4
MPDU1,2
TRA2B,3
PWWP3A,2
ZNF114,3
FGGY,1
GPR182,1
ARF3,1
ASB9,6
SLC30A3,3
DAGLA,1
CHPF,2
UBE2I,20
EGLN2,1
FDXACB1,3
NHP2,2
MOB2,1
FCHO2,1
CCL26,2
TPTE2,2
CDKN2D,4
SLCO1B1,1
CCR2,2
YIPF6,2
SMIM14,2
NR2F6,2
NMI,9
SNX19,1
MCM7,13
UBL4A,4
KDELR3,1
GPD1,3
ZNF155,2
RASL10B,1
IL21,1
IL9R,2
LARP1B,3
MPG,6
MAP1A,1
ST8SIA4,1
ALKBH3,2
TDG,3
MELK,3
SLC6A4,2
CRYZL2P-SEC16B,2
C9orf64,2
TRADD,8
NMNAT3,1
FGFR3,6
GLMP,1
C17orf75,2
KCNQ2,1
FTSJ3,2
IQCC,2
POLR2J,3
RASA1,13
RAB2B,4
ANAPC4,3
SH3PXD2B,1
SLC5A2,1
SPC25,4
ARAF,14
GPAT4,1
VSX2,2
ZFAND2B,4
PRPF3,8
ZNF649,1
SERPINF1,4
ZMYND11,5
LHX8,3
VHL,25
PKM,5
OPCML,3
HLX,3
MZT2A,1
HERC2,2
UBE2E3,6
KLKB1,2
PHACTR4,1
INSL5,1
TAF4,2
CAMSAP1,2
AGRN,2
WRAP73,6
NUDT11,1
TNFRSF10D,2
MTMR1,1
FANCD2,6
ACTL6A,2
MMP25,1
IL27RA,1
CARD8,5
ZBBX,1
CDK5,16
ABI3,4
TEX47,1
ORAI3,3
KCND2,2
SEC63,2
ST8SIA3,1
IGFL1,1
NDEL1,11
AZI2,1
SPANXN3,2
RANBP3,2
WDHD1,1
ALOX12B,1
ZG16B,3
ADSS2,2
NSD1,2
TSPO2,1
LDLRAD1,1
SIGLEC11,1
VPS11,9
CENPK,2
ITGB5,9
AZGP1,2
XPC,5
JUND,4
DYNLT3,2
ARHGAP12,4
TERB1,1
KIR2DS4,2
NKD1,3
MYEF2,3
KIF11,1
NTAQ1,9
CPPED1,1
EXOC4,6
SYNDIG1,2
ZNF648,1
HEY2,5
RBFOX1,7
HID1,1
TRIP10,5
STAG1,5
NGB,3
NUMBL,2
ALG12,1
PUM2,2
TBCCD1,2
HTR2C,6
FCMR,1
PCYT1B,1
FTH1,8
ATP7A,2
SLC43A2,1
EML1,3
TMEM213,1
UBXN2B,3
RBM24,2
NAA38,2
STRIP1,3
MARCHF3,1
SECTM1,1
GTF2F1,10
PAXX,2
TENT2,2
LRRC32,1
SLC22A16,1
KIF7,1
CYP2W1,1
PASK,2
LRRC7,3
FLACC1,4
TMEM184A,1
PPP2R5D,9
CD2AP,9
DNMT3L,2
HAUS5,1
KRTAP13-2,1
TGFBR2,10
GPIHBP1,2
PITPNA,1
SIX4,1
SPPL2C,1
TXN2,3
SPRYD4,2
TMEM236,2
NDUFA7,2
HIP1,6
ADRB2,13
SFR1,1
CDH10,1
MB21D2,1
MTFR1L,2
QRSL1,2
SHOC2,3
SLC49A3,1
NUTM1,1
UBC,43
PLAAT1,1
CDSN,1
ATP11C,2
POLR2G,2
FOSL2,8
CCDC138,1
COX6A2,1
KCNJ10,2
RBL1,4
CCDC167,1
VPS9D1,1
PAGR1,4
ZSCAN1,3
RNF41,4
APOA4,2
PIGF,1
CCKBR,5
PAN2,3
INTS3,3
SERPINA4,1
ZNF404,1
SPRING1,2
ODAD2,1
FYCO1,5
ATIC,1
NFYB,5
PTCHD3,1
NIM1K,1
NCOA2,2
OSTC,1
SFTPD,2
MYL10,1
ALDH1B1,1
POGLUT1,1
IPO5,1
ITGA1,2
TECPR2,1
RNMT,2
KSR1,4
ZNF3,5
CHST14,1
ANXA1,5
ZNF431,1
SIGLEC7,2
DCTN2,8
RBM3,5
CHIT1,1
AGPAT1,2
LUC7L,3
ZNF329,2
SYCE1,2
SYP,1
SLX4IP,1
SEMA6A,1
ARHGAP19,2
AKR1D1,1
RTN1,2
PBX3,5
ATP10B,2
PHF24,1
PSMB6,1
MAST1,4
APBB3,4
ZNF70,1
LDOC1,2
DEFB121,3
EIF4ENIF1,1
ANKRD27,1
MAB21L1,2
CHRNG,4
LHX4,3
SH3BP5L,1
ZNG1B,1
PTPRA,5
MYH13,1
NOL4,3
RELA,64
CALM1,3
NME5,4
CR1,4
CLDN23,1
EI24,1
SORCS2,1
GUSB,1
NQO2,1
DCN,3
ZP4,2
IKBKE,14
P2RY8,1
RTL8A,2
RCOR1,7
LRRC14,1
BDKRB2,3
PMEPA1,2
TFDP1,7
PATL1,4
PXT1,1
PTGR3,1
ACAA1,2
C4orf33,3
KAT5,19
MKS1,3
EDIL3,1
ENAH,1
NUS1,3
RAB5C,6
KCNAB3,2
ALDH16A1,1
UBN2,1
HMCN1,1
PHACTR2,2
MFSD13A,1
ETV3,1
ROCK1,4
VMAC,1
NODAL,2
PRDX6,3
PTPRD,2
FOXL1,2
RNASE10,1
MOSPD2,2
ARHGAP29,1
IARS2,2
RAB10,5
WFS1,4
RNF146,7
NDUFA5,2
PNMA2,1
FAM78B,1
PLEKHF1,2
RAB8B,2
COPS3,6
SMARCA5,4
GSG1,2
JAG1,4
NCBP3,6
TXNDC17,2
AKR1B10,2
STMN1,3
PLK4,13
MMRN2,1
PDE9A,5
NSD2,3
TUBE1,1
SLC25A22,1
ZNF214,1
PWWP2B,2
CA13,1
KDM8,3
CHRDL1,1
TYW5,1
CDKN2AIPNL,3
HASPIN,4
PARP8,1
ASB4,2
RCBTB2,4
TDRD9,1
RPA2,10
TRMT10B,2
PHLDB2,1
UBE2H,4
DDA1,3
MYBBP1A,1
TMEM219,2
NUP54,5
POR,2
HBA2,6
TDRD7,3
ATP6V1E1,1
SMARCAL1,1
TAPBPL,3
ZNF275,1
SPATA7,1
STAT5B,5
NRAP,1
BAG3,10
PRR20C,1
COQ10B,1
IL17RD,1
PLK3,5
HHLA3,3
FASN,2
WNT4,1
TMEM121,1
CLDN14,1
LGALS4,2
BATF,5
FAM170A,1
MPI,1
MFN1,2
LAGE3,3
PORCN,1
B9D2,4
ENPP7,2
TRAF7,2
TEPSIN,2
ARL2BP,3
SRFBP1,1
CYTH2,6
PRDX5,3
ABT1,3
PRKD2,5
NGDN,2
TSPAN15,3
TOM1,4
NUDT3,3
ACTR2,1
MC2R,4
ZNF691,2
ELMOD3,2
NOG,2
ZBTB49,3
TEP1,1
TBK1,21
EDEM1,2
SMYD3,4
BCAR3,5
KRT1,2
COL24A1,2
HACD3,1
KMT2E,1
ISX,3
INO80B,5
CD81,7
OR1L3,1
NDUFA8,1
AIFM1,7
ITPR1,4
MPC2,2
GDNF,5
RAC3,5
CTRB1,1
NDUFA9,3
CDC42BPB,2
ZNF581,5
BAX,24
ATRAID,3
KCNA10,1
TMBIM6,1
SAP30BP,5
NFASC,2
PRPF4,5
PLA2G6,1
NMT2,3
TFF3,2
KRTAP4-12,3
HBP1,3
PCDHA2,1
MAGEA6,2
TUBB4A,3
CCL15,1
KIAA1549,2
ERBB4,14
NR3C1,14
WDR5B,2
IQCG,1
PBK,9
CHMP4A,3
RXFP3,1
H4C7,2
CEBPA,4
GSTO1,1
UBQLN1,12
RITA1,3
RAB12,1
MAP7,1
SUMF1,1
RRP8,3
ZNF625,2
CEP63,5
GASK1B,1
BIN3,1
ANAPC16,1
FXN,4
PPM1J,1
MAP3K6,3
CTSV,1
GUCA2B,1
LBR,2
NELL1,3
NEDD8,10
PELI2,4
ZNF488,3
RGS20,4
BRINP1,1
SYNC,1
CHPT1,1
ARC,1
PLG,4
DERL3,1
DPCD,2
TBC1D1,1
GALNT16,1
SRSF10,2
SEMA4C,2
ADAMTS12,4
ADAMTS4,1
HSD17B12,2
EPPIN,1
SERPINI2,4
LRRC25,1
SOAT1,3
SEC24A,1
KCNJ5,2
AASDHPPT,3
ZWINT,7
TMEM231,3
PEX12,1
LSM5,5
TSSK3,5
SLBP,4
GPC3,2
PSORS1C2,1
BCL3,4
KRTAP9-3,1
FKBP6,6
FGFRL1,1
ADPGK,3
IFNG,1
CLCN5,2
CUL7,2
PTPRS,3
CASK,9
MTSS2,1
REEP6,3
PPIAL4G,1
HIKESHI,3
TGM3,1
IFT43,3
CDT1,11
MDFI,5
CEBPE,2
SLC2A12,1
BDH2,1
XCL1,2
TGFB2,1
LTO1,1
MDC1,11
CLIC2,1
PHOSPHO1,2
HERC6,2
PIMREG,5
PSMD4,10
NDUFA10,1
MOSPD3,1
CUL4B,11
SMARCD1,8
EPS8L2,1
HERPUD1,3
CENPS,2
GAN,6
TRIM38,3
MAP4,1
HMGA1,8
CSRP1,1
HIPK2,9
PDK1,4
SNRPD3,4
SNX30,1
CPNE4,2
LIMA1,3
BRI3BP,2
KRT75,1
ODAD4,3
LARGE1,1
CARTPT,1
UPF2,8
FCGR2B,5
GTF2F2,4
NPBWR2,2
SH3RF2,7
PCDHB12,1
AKAP12,2
PLEKHN1,2
SUCO,1
MRPS31,1
FERMT3,3
CNOT1,9
YARS2,3
ZNF124,2
SNX3,4
TFAP2A,9
RASSF7,3
MRPL58,1
CAT,3
MAD1L1,9
SLC37A3,1
AGFG2,1
MSH2,6
ZSCAN4,2
USP33,3
DNAJC7,3
INPP5A,2
CYP4F12,2
ZNF784,1
RARA,28
ACTR8,4
CHMP4C,3
ARHGEF7,13
CDC20,18
FBXW11,16
HSD17B7,1
BORA,3
PKP2,7
TCHP,2
YWHAG,13
GLRX,2
MMP7,1
GTF2H2,4
VMP1,3
NDUFA13,4
SYNPO2L,1
NDUFAF4,4
GTF2H2C_2,3
PLPP2,2
PTGFR,1
IL23A,6
GAMT,2
TEX14,3
GRAMD1A,1
LMAN1,2
TM2D3,1
OPTC,1
IPPK,1
MAFK,1
ACVR1,3
SEH1L,1
RXRA,11
SLC16A5,1
HDC,1
SQSTM1,30
MAGEE1,3
RRAGD,3
COLQ,3
INTS14,2
C16orf92,1
JDP2,4
CKS2,3
TEX11,1
WSB1,1
CIB3,2
HTR1A,1
TARDBP,11
PHYHIPL,3
RACGAP1,9
LYPD1,1
CREB3L1,3
OGFOD1,1
EDDM3B,2
COMMD4,6
LMNA,25
GATM,1
NQO1,1
FBXO28,7
RMND5A,4
ZNF273,1
TSG101,10
MEMO1,4
DBNL,4
RIDA,3
CASP10,7
RASGRP2,1
CCDC70,2
NUDT16L1,4
SCG5,5
HPX,1
STAMBP,9
RBM34,2
ZNF684,1
TXNL4A,4
SFI1,1
SLC36A3,1
PSMB10,4
PON2,1
FUT11,1
ZNF366,3
RAD50,5
ZCCHC17,4
LRRC57,1
RWDD3,1
AMBN,2
MMGT1,3
IFNGR1,2
PRKACB,8
DNASE1L2,2
FUOM,1
ARF5,1
ATRIP,6
NME6,1
MASP2,5
ZNF420,3
OSBP2,2
CCDC87,2
DNMT1,12
HNRNPA1,6
CORO1A,4
ETHE1,2
C3AR1,1
TRIM16,3
XPO7,2
POMP,3
PACSIN1,7
PROCR,2
A4GNT,1
CORIN,1
MEIS2,7
MSH4,3
BTN1A1,1
EIF5B,3
CNR2,2
TSPAN14,2
ABCF3,4
DUSP18,2
PPP1R3C,4
EXO1,4
CORO2A,2
NOL6,1
ATF1,3
TNFRSF18,3
LRRC18,2
SIK1,3
IRF9,6
FOXI1,3
CCDC125,1
MYCBP,4
CXCR1,1
ZAR1,1
TRAPPC13,2
USPL1,1
TMEM174,2
BPIFA2,2
TFEB,3
BCL2L14,4
TCEA2,8
ZNF311,2
MEGF10,2
SLC27A5,1
TVP23B,1
TBP,20
PTPRN2,4
SKA1,4
PPP1R1A,2
PCOTH,1
PPIL1,5
RCN1,2
IRX2,1
OTUD4,3
PAGE1,2
FCN2,6
RNF43,3
STIM1,8
EIF4G2,2
RBM10,4
MYCBPAP,1
GLI2,2
CACNB1,2
SMG7,1
ACP5,2
NEDD4L,7
TNMD,2
KRTAP5-9,3
QKI,7
AGPAT3,3
CHN1,8
TBC1D24,1
DUSP15,2
GNAQ,4
DEUP1,4
LYSMD1,2
ADGRB3,2
E2F7,2
ITM2B,7
RAPGEF3,2
PIAS1,2
PRDM6,1
DICER1,13
RHOQ,2
KLHL32,4
C1orf105,2
SCRN2,2
OSBPL10,1
TOM1L1,2
PRKAR2B,4
GYG2,2
CA1,2
NEDD1,2
CAMTA2,3
SNX11,3
TSPAN18,1
DEPTOR,4
HTR1B,4
PAK3,2
MTOR,23
CDHR5,2
GNA13,3
MPPED1,2
CCL17,1
EXOC8,8
TERF1,16
FAU,1
ZFAND6,3
MEPE,4
STRA8,1
PKP4,5
THAP11,5
ZSCAN20,1
DCP1B,4
CDC6,4
PHLDA1,2
PDCD11,1
PI4K2A,1
PLP2,3
RAD52,3
KLRC4-KLRK1,4
VLDLR,3
GCAT,1
G6PD,3
UFD1,4
JAGN1,2
C3,13
JMY,3
RRAGC,6
GGACT,2
SFMBT2,2
ACBD6,2
LPCAT4,1
BICD1,1
EIF2AK4,2
CCT5,3
APBA3,5
H2BC9,1
ARL2,5
IGFBP3,4
HS3ST2,1
NEB,2
GGN,2
TBC1D19,1
ADIPOR2,1
LMO3,6
CDK8,12
POLB,6
NAAA,1
SLC35G2,3
CPNE8,1
FAAP24,4
FBLN7,1
RBMX2,2
NADK,2
TBX18,1
OTUD1,1
COPS8,6
NAT8L,2
BOLA1,5
UGT1A7,1
CELA2B,3
ID4,1
FCGR3B,1
H2AX,15
XAGE3,4
WDR35,2
CKMT1A,1
CACNA1S,2
NUMA1,4
BDKRB1,2
TCF25,7
CD34,1
MORN5,1
MAGOHB,4
LPA,1
SHARPIN,6
ARAP2,1
PFDN2,4
PXYLP1,1
SENP2,3
RPL36AL,1
CORO1B,3
CEP170P1,4
TGIF2LX,1
ATOH7,1
ADAM22,1
LZIC,3
SPATA31A7,1
RIMBP2,1
C5orf38,1
CRLF1,3
CLPP,1
BSPRY,1
KANK2,5
SRCIN1,2
HUS1,4
ASTL,2
LPCAT2,2
CHMP3,6
PHYKPL,3
CBX5,21
SHOX,2
CLEC5A,1
PPP2R5C,6
EIF4A2,5
ERO1B,2
INPP1,3
H1-1,1
GPS2,7
DZIP3,3
PAF1,9
TRAF6,36
TREX2,1
TIPRL,4
TRMT13,1
GOSR2,2
SLC35A3,1
PTPRQ,1
HSD3B1,1
HAUS4,3
COMMD8,6
SLC5A8,1
DNAJB11,5
KDM3A,3
IMMP2L,1
PDIA5,3
COPB1,5
VWC2,1
CCDC92,6
PSD,2
MS4A6A,2
ERCC1,6
C11orf68,3
ZNF350,2
SERPINB13,2
MIB2,1
C2CD2L,1
RORB,1
PFKFB1,2
NPB,1
GSAP,1
ATP6V1C2,5
ECRG4,1
TAB2,9
OTP,1
HSFY2,6
EYA1,3
GJA1,5
ZNF276,3
LYG2,2
HSPA5,13
PIK3CD,6
NAPSA,1
ITCH,18
DHCR24,1
B3GALNT1,1
SLC13A4,1
TRAF3,10
ZFYVE21,2
EXOSC1,11
ZP1,1
PRSS21,1
DPPA3,1
CIBAR1,3
SAP18,4
PPP1R11,1
TMOD4,1
CSF1,3
NHLH2,2
GMFG,1
CEP72,6
GPR18,1
TRIOBP,1
CEP192,1
SLC35A2,2
FAM9A,3
ZNF557,2
NFE2,1
XPA,10
SCARB2,4
ADAM21,2
HERC3,2
MACIR,3
ATP6V0B,1
EDA2R,2
TIAM1,1
PPP4R2,5
LSM7,4
SOX4,2
ADRA2C,2
SLAMF8,1
LIMS4,2
ISOC2,2
DMKN,2
ULK3,3
NCLN,1
TMEM114,1
NGF,1
SCFD1,2
JRKL,1
CDC7,3
ERLIN2,3
CRYBA1,3
TCF24,1
HPCAL4,2
IGHG1,1
PON1,1
CYTH4,1
KRAS,8
NLRP5,1
SEC11C,1
TPPP,2
CCNE1,14
TMEM239,1
CACNG4,1
TSR1,2
NXF5,1
TNFSF12,5
ZC3H14,2
PTH2R,2
RASSF8,4
RHOBTB3,3
TRH,1
LCE3E,2
CLEC2D,2
PF4V1,1
STK17B,3
UBQLNL,1
EYA2,4
LRRC40,2
TIMM17A,2
MT1M,1
SLC25A35,1
RHAG,1
PIK3R4,3
ZACN,1
OSGEP,4
MYOT,3
FOXN2,2
CAPN2,3
EFCAB3,1
RELT,1
ZBTB46,1
MBOAT7,1
NXF3,4
PHF19,4
NCAPH,4
RAB4B,3
TRDN,1
ZP3,5
TRIM5,5
TICAM2,4
GEMIN4,2
HDHD3,3
NEFM,3
C18orf54,2
GLRA2,2
PHPT1,2
SMOC2,1
C1QL1,1
C1orf43,1
FBXO30,1
NECAP1,2
MRPL32,1
ZNF330,1
ADAMTSL1,1
AP3B1,1
MRPL36,1
DPPA2,1
CCDC17,2
PABIR1,1
ZNF140,1
FEM1A,1
PRPSAP1,4
MEOX1,3
INPP5K,4
UTY,1
AQP7,2
GRM5,1
C6orf89,1
GSX1,1
TCF23,1
KLK8,4
DEDD,5
NKAPL,1
NINL,3
MCOLN1,2
HSPA1L,1
DOLPP1,1
SZT2,3
ESYT2,2
SHISA2,1
SPTA1,3
MYO5C,1
PLEKHJ1,4
N6AMT1,2
RNF4,3
TOX2,2
COG3,2
CCDC47,3
EIF3K,3
DCUN1D1,5
MPST,1
SNRPB2,4
CCDC13,2
ANKRD36BP1,1
MUSK,4
USP50,1
NOLC1,2
SLC39A6,1
SNRPE,4
ALDH2,3
MAP3K1,6
NPR1,1
ERMP1,1
RFK,1
TRIM28,7
TMEM86A,1
ASTN1,2
KLHL26,4
SYT17,3
HLA-B,7
RGS3,4
MAL,3
SLC29A3,1
TARS3,2
ANKFY1,3
TMEM53,1
VIL1,2
ICAM3,2
ALDH1L2,1
PAK1,39
SNAI3,1
CDK19,5
MSC,1
P2RY6,3
ASL,2
POLR2B,3
TRHDE,1
CACUL1,1
TRIM59,2
CDC42EP1,1
EGFLAM,1
WNT9A,2
MYO1E,1
PROC,3
BRSK2,2
ALG5,1
GRIA4,1
CLEC12A,1
FRS2,1
PRR3,3
SERPINB4,1
MOB3B,2
PLEKHO2,2
KRT28,1
TCEA1,4
CST7,2
C1orf112,1
NCAPH2,5
NFIC,5
PITHD1,2
DHRS1,2
PNPLA5,2
NME4,4
CELSR3,3
PHLPP1,5
SNURF,7
KRT79,3
CUTA,3
OAZ1,1
ABCG8,4
GPR108,1
ANKRD55,3
ZNF490,5
MICALL1,3
MSL2,1
CHCHD5,1
LRRC4,2
TRIL,1
METTL1,2
TEX264,3
DAP,1
IFIT1,3
MADCAM1,1
TBCEL,2
RMC1,1
TMEM248,2
ZNF639,1
HSPA12B,2
ATR,4
GAL3ST1,1
ZSCAN16,2
ITGA3,3
DHX9,7
NPM2,3
FBXO25,6
ARHGAP9,2
TP53TG5,1
MARK4,10
AP1M2,2
FUT9,2
KRBA1,2
AMDHD2,3
GARIN6,2
UQCRB,5
GPR151,1
BTN3A1,3
COMT,5
FAM53C,3
DDX58,21
DCAF4,2
PRRT2,2
TMEM234,3
PWP1,3
ELAVL2,3
PPP1CC,22
BOD1,2
SNX24,3
CARD6,1
KLRG2,1
FNDC5,1
ZBED4,3
TRMT112,2
CDK7,6
STK24,6
CNIH2,1
HTR2A,5
IFIT1B,2
MTFR1,1
ZNF451,3
RNF183,2
TSPAN2,3
ATG2A,3
SRR,1
HJURP,7
SCAMP2,1
RAMP2,1
AP2S1,3
ARL13B,1
TRAF3IP1,7
NDRG4,3
ABCD1,3
RNF44,1
FAM114A2,1
PDE2A,1
PRR19,2
NUMB,6
GDF9,1
AP3S1,1
DNAAF6,1
RAP2B,2
UBL3,1
EFCAB12,1
SPSB3,3
FAM47B,2
UBR2,1
CCL19,2
MPPE1,2
CSH2,1
DYRK1A,5
OR3A1,1
AVPR2,1
MED7,5
CCNJL,2
SLC11A2,2
RBBP4,7
RAPSN,1
SSTR4,1
VNN2,1
ETV1,3
DHX8,3
GEMIN7,6
MAGEC2,2
SPRED2,4
DHFR,1
FGR,5
ERBB2,36
JUNB,9
DDN,1
SNAP25,6
FDCSP,1
UBR3,1
M6PR,2
LATS2,4
TREM1,2
POLR2D,3
BCORL1,1
ZNF778,1
GTF2A1L,1
DUSP2,1
MSI2,4
SBK2,1
RBP5,2
CEP164,2
IQCF3,1
PDHB,1
IQCN,4
DUSP23,8
RNASE2,2
SYCP1,1
ALKBH7,1
F12,2
SHPRH,4
EPB41L5,2
ITFG2,1
LMX1B,5
C2orf68,2
DGUOK,1
SNAPC5,2
KCNH1,2
SH2D1A,10
ATP1A1,2
MBD2,5
ADD1,3
ECE1,2
CACHD1,1
TOM1L2,1
CLDN4,1
BIVM,1
GNAI3,3
KCNIP1,3
LASP1,8
HEMGN,1
EPC1,2
TCERG1,2
TMEM230,3
TLX3,3
EIF3I,1
GALK2,1
CLDN22,1
USP7,15
KRTAP1-3,1
QDPR,1
FAM83F,1
EBNA1BP2,3
DXO,3
TSPAN4,3
MMAB,1
PADI4,3
ESRRB,1
PCDHGB1,2
C3orf20,1
PSAP,4
WDR4,4
PC,1
CYGB,3
ZNF585B,1
MTX1,1
MYD88,20
PRM2,2
NPC2,2
SOX14,1
DAZL,1
DAAM2,1
SNN,1
SSTR2,2
ARL6IP6,2
TUBA8,1
RNH1,5
SH3RF1,2
ALDH3A1,1
SIGLEC5,5
RAB15,1
TRIM29,7
OVCA2,1
RAD51C,10
KHDC4,4
BEND6,1
LONP2,1
ZBTB44,3
RNF126,1
FAM50B,4
DBN1,9
SPON2,2
RPGR,10
ZNF76,2
GHRL,2
RFX3,5
IPO13,3
GOLGA7,2
FGF6,1
PYDC2,1
ADAM28,1
PIM2,7
CAV2,2
PPFIA4,1
KRT77,2
SCARB1,3
MT1A,2
PPEF2,1
SERPINA7,1
PACSIN2,7
ZNF512,2
NEK3,2
PIK3C2A,1
DDIT3,5
RAPGEF1,4
C10orf55,2
HLA-DMB,1
APLP2,3
KPNA6,2
CRTAC1,1
RALGPS2,2
ANGPTL2,1
HOXC9,3
FOXN4,1
TEN1,4
CALHM5,1
ZSCAN12,3
MICOS10-NBL1,2
PIWIL4,3
FAM13C,3
TUFT1,4
TERT,9
XPNPEP3,2
SLX1A,3
SLC15A4,2
QRFPR,1
DUOX1,1
TEX9,3
DECR2,1
ERICH6,1
C17orf67,1
ETV4,5
FAM83D,1
COPRS,1
LIN7C,2
RNF152,1
POMGNT2,2
SH3RF3,1
PTH2,1
WFDC6,1
MRS2,1
MAFG,5
DEPP1,3
ENO2,3
RAB3IP,9
CRYBA2,4
ST20-AS1,1
TRIM31,4
LTA4H,1
UIMC1,9
EIF3D,4
HELQ,2
KRTAP10-1,1
MAGEC1,1
SPTLC2,1
CDH8,1
SYNE2,6
ANKRD37,1
VPS25,3
THOP1,1
EFEMP1,7
NCL,9
ZNF33B,3
GPR37L1,1
EPM2A,3
MBNL1,4
SPACA9,3
JPT2,2
FOXO6,2
KIR2DL3,2
BLOC1S1,5
MLLT1,4
SYNPO,1
BRD1,5
TBX1,1
YIPF1,3
ANXA7,3
PACRG,3
DLK2,1
ANKHD1,1
EDC3,7
GNB5,3
WASHC1,2
HS1BP3,1
RSAD2,4
RAD17,4
KPTN,1
GATC,3
PKD2L2,1
GLMN,2
C1QTNF8,1
TMEM267,2
CEP162,3
MPZL3,1
GTF2E1,2
ECSIT,5
MYLK2,5
OGFR,1
GRK4,3
NAP1L2,2
SMS,1
RAB7A,5
HSPBP1,5
ARFGEF1,8
SLC25A25,1
HAUS7,3
CSF3R,1
TMEM50B,1
TCIRG1,1
CDH11,1
PRLHR,1
ZNHIT2,1
IMP3,5
ACIN1,3
EIF1,1
CYP4B1,1
PALM,1
FKBP8,11
TMEM30A,5
LGALS3BP,3
RPL12,1
VTN,7
KRTAP5-4,1
PLEKHA1,3
HSPA1A,6
CSF2RB,4
MIDEAS,1
NDUFA12,2
KCNA1,2
ZEB2,2
NPHP4,11
TLK2,4
TMEM31,1
SPATA33,1
XRRA1,1
ARG1,2
ZNF695,3
DTNBP1,7
POLR1H,1
MYO16,2
MBLAC2,1
AURKA,21
SAMHD1,4
GALNT7,1
CLEC14A,1
FAM168A,2
IARS1,3
ACR,1
AMN,1
FAM72D,1
PITPNC1,4
PRDM10,1
SFMBT1,3
FANCA,15
FRMD1,2
RTN3,4
SMCHD1,1
BMPR1A,8
MYL7,2
SNTB2,3
CHST6,1
TBKBP1,3
SCD,1
GLIS2,2
ZBTB32,6
RFPL4B,1
TIMM13,3
SH2B2,3
CRIP1,2
PSENEN,7
NDUFAF7,2
CCL8,1
MAMDC2,1
CCDC116,4
RNF34,5
ALOXE3,1
SHCBP1L,1
MTRFR,1
HSF4,2
CABS1,1
NEK6,9
ASMTL,2
ZNF439,3
EIF2B3,1
FBXO24,2
NEGR1,2
IGHM,3
SPINK9,1
NSMCE4A,2
SSR1,3
PEX26,5
CDKN3,2
TAF3,1
LINC00526,1
FDX2,2
FGF17,1
SPCS2,1
LMTK3,2
STX10,2
ANKRD2,2
RHOC,3
CTCFL,1
XRCC4,10
RPS15,1
SLC39A4,1
FAM86C1P,1
FBLN5,3
GSTP1,5
PRPF4B,3
ITPRIP,3
SLC13A3,1
TMPRSS11B,1
EID2B,4
SPATA5L1,1
CENPP,3
ERAL1,3
THBD,2
BCAS4,2
SEC61B,1
ZCCHC14,1
CD36,2
CRB3,2
DTX3,2
WDR53,1
IQSEC2,1
APLNR,5
KIRREL2,3
GPR63,1
HCFC2,2
ANKDD1A,1
RPRD1B,5
CDK3,7
GRB10,8
HDAC9,4
ALDH1A1,1
EIF3L,6
COA3,2
RPL7L1,1
PTER,1
CLASP2,1
SLC26A3,1
ZNF333,1
CD80,3
FBXO44,3
TCP11L2,2
RAB40AL,1
PTPRB,2
CD55,2
PPME1,2
SLC30A4,2
APOL4,1
NCF1,12
SH3BP2,8
MAEA,1
NACA,2
AMHR2,2
RPE,3
ROPN1L,3
TRPV6,1
FCRL1,1
RND1,6
MSH6,4
CHCHD7,2
THAP12,2
EGF,8
TUBGCP3,5
TUBB2B,2
FAM151B,1
MID1IP1,1
ATG4B,1
CRIP3,1
NME1,8
OTOS,1
PLTP,2
SLC35E4,1
RBPMS,7
TRIM26,5
TXK,2
CDC42BPA,2
CLCC1,2
FSHR,2
RTRAF,4
PECR,1
DAPK3,8
TBL1X,3
CLRN2,1
E4F1,6
POLH,4
CCER1,2
RPE65,1
CHM,2
MOCS3,2
RPP21,3
COL18A1,4
THRB,4
TNFRSF19,4
POLR3A,2
SOD3,2
TNK1,4
PEX13,4
RRAGB,5
STRADA,2
EMC4,1
TIMM21,2
COL4A5,1
NOVA1,4
FNDC9,1
FANCI,2
SPDYA,1
POLQ,1
TFPI,1
CDK5RAP2,3
ATP5MF,1
DMAP1,1
ASB10,2
RPL26,1
GRPEL1,2
ANAPC1,1
C6orf118,1
ZNF846,1
CTAG1A,3
HPRT1,4
TTC27,1
TP53RK,8
OXTR,1
MINDY1,2
PKNOX2,1
SDC1,1
FPGT-TNNI3K,1
RAB27A,5
ZDHHC9,1
DNM1L,12
NRSN1,2
IFNA2,2
DR1,3
ANKRD40,2
ZFTRAF1,2
PRAMEF10,1
DOK4,5
NCEH1,1
KIF27,1
CATSPER2,1
SLC3A2,1
FBXW7,20
AKR7A2,2
PRODH,1
BOLA2B,2
HLA-DPA1,2
IBTK,2
BTG3,1
SLC12A6,1
TRIM73,1
CCDC33,4
ZNF541,1
SIRPB1,4
ANXA6,3
HENMT1,3
FGD2,3
CMC1,1
ACTR10,2
SUPT4H1,7
SAPCD1,1
FRS3,3
HSF1,7
HSPB3,1
MBD4,5
GK2,1
MATN4,2
PRC1,5
CHAD,1
CGB2,1
FBP2,4
BLK,9
IFIT5,2
SYF2,2
MRPL39,1
MSGN1,1
GGT5,1
ZNF618,1
KCTD16,1
CT45A1,1
CCNYL1,2
TNFRSF10C,3
