gene_or_protein,study_bias_score
RNF150,1
DNAJB13,1
CXorf51B,1
ARRDC3,6
EFCAB2,1
CREBL2,1
SLITRK1,1
PTPRR,6
KIF26A,2
BRCA2,25
PLIN3,4
STPG2,1
MBD3,5
BMP6,1
NUP155,2
SETDB2,3
ARRB1,17
MRPL12,3
KLK6,2
TERF2IP,10
ZFP64,3
SRPRB,1
HDAC4,13
COPS7B,3
BOP1,2
FCRL5,2
PTBP2,5
ZNF660,1
KDM3B,3
GSTM2,1
TSC22D1,5
MSANTD3,1
COL20A1,2
GADD45GIP1,5
ZNF10,2
PRELID1,1
GAD1,7
SCGB2A2,1
ZNF266,3
PLEKHH2,2
ZNF408,8
NECTIN2,10
CHRM3,6
SSUH2,1
NICN1,1
PNP,3
SLC9A8,1
EGFL8,1
KIT,2
RCCD1,2
SLC4A8,1
LILRA3,1
NDUFA4,2
RPS6KA2,7
STN1,6
NAV1,2
CENPE,4
RAB31,2
MDH1,1
SLC22A12,1
SH3BP4,2
CCDC157,1
GLO1,1
NDUFA11,2
RARS2,1
UBE2L3,3
XPOT,1
KRTAP17-1,1
PGAP3,1
WDR55,2
PRF1,3
SON,2
CALCB,1
ANGPTL7,1
IGHA1,1
TRIM49,3
UBE2J2,2
MLLT3,6
CLCN2,3
BZW2,1
RASGEF1C,1
GZMA,1
ARFGAP1,3
STIP1,6
UAP1,2
BMF,3
FAM74A1,1
MAT2A,3
SEMA7A,2
RHOA,15
SAR1A,2
GRK6,4
AATF,5
TMEM132A,1
UBAP2L,3
PRR35,1
ELP1,5
CDK5R1,7
OLA1,1
ADAMTSL4,2
MREG,1
CCNE2,3
NYX,2
KIDINS220,2
WDR11,1
TMSB4X,4
VPS33A,7
UCK2,2
PTK6,9
GSTM1,2
POLR3G,1
WDR76,2
GABRE,1
RSRC2,3
ZNF428,1
DOK7,1
PHGDH,1
RABL6,1
PYGL,3
LY75,1
ELMO1,6
SUMO1P1,3
TGM5,1
STARD13,2
PFKFB3,2
LHX1,1
FAM102A,2
LINGO1,7
EPHB3,1
CCDC102B,5
EMCN,1
CFAP36,2
ROBO1,2
DUOX2,2
SHANK1,3
POLR1A,6
KLC3,3
CCND1,18
FBXO42,1
MPLKIP,1
ETNPPL,1
MIOX,1
RAB39A,3
LGALS9B,3
EGFL6,3
MPHOSPH8,3
AGTPBP1,2
TCOF1,2
STARD3NL,2
ARHGEF25,1
ZNF575,1
NIPAL4,1
TTI2,3
PLAAT2,1
RPS28,3
HMMR,3
FAM43A,1
SFTA2,1
MAPRE3,8
MGAT4B,2
IFT57,5
MRAP,2
PLEKHG7,2
CRTC3,1
SERPINA1,3
IZUMO1,1
FOXO1,7
PIP4P1,2
SLC22A23,3
ELANE,1
CDK5RAP3,5
DAB1,3
ITPA,2
PPP1R12C,1
GNAI1,4
NUDCD1,2
SLC24A1,1
RXRG,9
KLF4,5
ST3GAL5,1
MITD1,2
NUP210,1
SPATA1,1
TNFSF13B,3
FDFT1,4
B4GALNT2,1
STAT4,2
ADAM19,2
UFM1,3
DHX36,1
OXT,3
STAM,6
TGFBR1,6
GPS1,3
TIGIT,3
CXXC4,1
TWIST1,12
FAM47E,1
LCE1D,1
KDM2B,3
LYRM7,2
SLC41A2,2
PINX1,5
OGFOD2,1
CD300LD,3
THOC3,2
MORC4,1
OTUB1,5
IMMP1L,1
GDI1,4
GXYLT1,1
MRPL44,3
PACRGL,2
NCALD,2
PSMD3,3
ZDHHC23,1
ZNF107,1
GID8,1
HSDL2,1
PIK3C2B,5
CTSB,4
ITPKB,4
PEF1,6
QPRT,5
PDS5A,5
VSTM2A,1
KRTAP4-11,2
GTF2IRD2,3
RAF1,41
MVB12B,2
FMOD,1
PSMD2,5
SLC30A6,1
FOXE1,2
RYBP,10
MRPL40,2
DRG2,3
QPCT,2
THAP8,4
ZNF92,2
TSPY10,1
POU6F2,1
PKD1L3,1
IFT46,1
BARX2,1
AP5Z1,1
FOXD2,1
IGFBP5,3
NT5E,2
PRAME,3
PTPN3,3
CHAC1,1
KIZ,4
TPI1,2
CLDN19,3
PAIP2,1
ATP7B,1
KRT6B,2
ZNF22,1
ODAM,3
EIF2S1,3
PLEKHA4,2
CYP11A1,1
ZSCAN25,1
GABRD,4
BCAM,4
GAGE2B,1
L3MBTL2,10
EPX,1
VPS41,4
SDHB,3
ST13,3
PTGFRN,2
SLC7A3,1
PSMD10,6
CHCHD1,2
ZRSR2,3
MIS12,6
CCN1,1
ELOB,5
S100A14,1
DSCC1,1
PNMA3,1
HELT,1
SYT3,2
MMD2,1
EIF2AK1,3
TUBB1,3
LRIG2,2
CBY2,6
ACTR1B,2
PHKA1,1
NHLH1,1
PRKACA,15
CTNNA2,2
KLRC2,1
CRHBP,1
GOLGA2,7
KRT19,4
IFIT3,4
PRSS37,1
TSPYL4,3
ADGRA2,2
SMR3B,3
MANF,2
VGLL1,2
CRK,24
PPP1R3B,2
SPATA8,4
NANOS2,3
GLYAT,3
GLB1L2,2
B3GNT3,1
OR6B1,1
PLSCR3,3
ZFHX3,2
GNE,3
WASF1,6
TMEM100,3
PHF5A,2
PLEKHA8,1
DHPS,2
SURF2,3
SFRP1,2
SLC22A14,1
SF3A2,2
CXorf58,1
GHITM,2
SLC5A4,1
ANKS3,1
KCTD11,1
ZNF534,1
SNRPF,6
HNRNPA0,1
BLM,15
C4orf45,1
SDF4,1
EBP,4
NOCT,1
CRYBA4,5
MYCBP2,1
NCBP2AS2,1
SCPEP1,1
OAS3,2
RINT1,4
CLASP1,3
S1PR1,2
KIF5B,5
VEGFB,3
MRRF,2
SRSF4,3
EMSY,3
SENP1,3
TAGLN2,2
NCR2,4
OS9,5
UNC93B1,3
ASTE1,2
VCP,15
SPINT2,1
IFNL1,1
SEMG2,1
GCH1,2
TTC8,6
TOR1B,1
SAA4,1
DOCK4,2
HAUS8,3
SIGLEC10,2
IER3,5
A1BG,1
ATG12,4
ECSCR,2
NAB1,1
C2orf88,1
MBD5,1
ZFP69B,1
MTMR10,2
ACAN,1
HIF1A,36
DGCR6L,2
CD19,2
SLC25A5,1
MS4A7,2
MRPS34,1
LSM3,10
CHRFAM7A,1
CHEK1,11
TPRKB,1
CTDSP1,4
IQCE,2
CHST1,1
CFAP65,1
COL9A1,1
GNA15,2
NRBF2,5
ATP8B1,3
NCBP2,8
USP32,4
P2RX7,3
SNX12,3
MFN2,5
ZNF253,1
CLEC10A,1
PROM2,1
PRRC2B,3
GRIP1,2
MAPK8IP1,6
YEATS4,3
WDR48,2
MFSD14C,1
INSC,1
ALK,3
KAZN,2
ARPIN,3
SDHA,2
ASPDH,1
COL9A2,2
SCLY,2
DBF4B,4
VHLL,2
OLIG1,1
AXDND1,1
KIF16B,2
GIMAP5,2
PDGFRL,1
CCDC96,1
PAX2,3
UCK1,2
NTN1,1
TLR4,14
FLOT1,2
RAPH1,1
URI1,4
CFAP46,1
PGP,1
MLC1,1
EOLA1,1
BABAM1,5
PRKX,3
LILRB4,2
ATXN10,1
COPB2,1
TGIF1,10
CNN2,1
CX3CL1,2
LTK,3
SCIMP,2
FOXF2,1
FTCD,2
OSER1,1
ADSL,2
AVIL,1
PTPRG,2
ACKR2,1
MYO6,5
TDP1,3
FLT3LG,2
SNAI1,16
HCN2,1
RUSF1,3
TWNK,3
STEAP1B,2
PCDHA7,1
TRAPPC10,1
ATP2A2,4
CDKL1,3
AP3M2,2
RFPL4A,1
THSD7B,2
MTERF4,2
LIN7A,4
FARP1,2
PRAP1,3
CD2BP2,8
TBC1D5,2
RPS21,3
LZTR1,1
NAT10,2
DPEP1,3
RAB27B,4
IER3IP1,2
RABIF,3
RAB5B,2
TP53,175
DET1,3
ZNF837,1
FARSB,1
KIFAP3,5
THOC6,1
GABRA6,1
USP16,2
PSMD1,1
SH3BGRL3,1
TRIM39,7
DPM3,3
ELP5,1
BCL6,8
TAGLN,3
DEFA6,3
FAM9B,2
SGCD,3
ANKRD44,3
TSNAX,6
LARP4,4
LCMT2,1
DRAXIN,1
SYNJ2,3
MAPK4,3
CDKL3,5
BAP1,7
PRKAR2A,5
NSMAF,5
ZNF207,1
CHST12,2
SLC6A1,1
NDUFS7,2
PSMA1,12
MKRN1,1
CSPG5,1
TTLL1,2
NUP62CL,4
MAGEA11,1
C1orf56,1
ELF4,2
CAMK1,3
STX16,3
HP1BP3,4
KTI12,1
ACTL6B,1
DYNLRB1,1
NSFL1C,7
BANP,7
SNX31,3
NTRK3,6
ING2,2
LRRC15,1
CHCHD2,5
GIPC1,5
HOMER3,7
NGLY1,3
TMEM74,2
NOC2L,1
COPE,3
CCDC82,1
ZNF34,2
SLK,1
RASSF6,3
HSD17B14,4
LURAP1L,1
GJC1,2
TLE1,8
RAP1GAP2,1
CCDC27,2
MPP7,1
SETD5,3
SOX6,2
DNAAF2,2
HAX1,7
LDHB,5
MANSC1,1
FBXO6,5
HSP90AB1,16
DDX25,1
CFAP119,1
SSMEM1,1
MYL6B,2
IFNA8,2
INSL6,1
ZNF653,1
SPATC1L,2
CBLC,4
OGA,3
MAX,13
TCEAL4,2
UBL5,5
UBXN6,6
HERC5,1
CYB5R2,3
GPX7,3
INSYN2A,2
DNAJA2,2
AARSD1,3
PPP1R2,3
RUNX2,9
CDKAL1,1
NDRG1,3
LHX6,2
MRI1,4
UBQLN2,4
PRDM13,1
FUBP3,5
ARG2,2
ZBTB4,1
ZNF687,1
SLC4A4,2
ZNF326,2
NAMPT,3
ABL2,12
FCRL2,1
GSTM3,5
NBEA,1
TIMM9,1
PLEKHS1,2
SSX1,2
RCVRN,1
CACNA1B,1
XDH,1
ALPK1,2
RNF7,1
DLGAP2,4
JAK2,8
HNRNPH1,4
PVRIG,1
KCNE4,2
TMEM187,1
C10orf62,4
DOHH,1
MON1A,1
TFIP11,3
ZSCAN10,1
SRI,4
TNFRSF10B,4
SCML4,1
CREB3L3,2
PRNP,12
NIPSNAP1,3
GRHL2,2
PSME3IP1,2
PDZD3,1
SLC12A8,2
TMOD1,1
RLF,1
TNS3,4
PAK4,8
CD46,3
AOAH,1
DDX18,1
TH,2
C7orf50,3
ELAVL1,4
ALDOC,1
MRPL38,3
NEU4,7
SSTR3,3
TMEM120B,2
HOXB13,1
TENT4A,1
TAX1BP1,5
NLRC5,2
SIL1,5
PLXNB3,3
RNF25,4
FGG,3
SEL1L,5
C2orf15,1
PSME3,9
KIR2DS5,1
RPS9,1
SORD,2
KCNE5,1
ATXN7L3,3
TMPO,6
RPS27A,3
TMEM128,3
KRTAP10-3,1
NFYC,4
CENPW,1
PAX5,1
MFSD1,1
SMAP1,3
OGG1,2
OCM,1
PHAX,1
RFLNB,1
SNRPD2,5
MKI67,3
KCNQ1,4
PRAMEF5,1
JUN,17
UBE2M,5
BORCS5,2
NTN4,3
ZXDA,1
GNS,2
EIF2S2,3
TNIP2,6
C2CD5,1
RNF32,2
TPST1,1
DLG2,1
GLIPR1,1
FUT8,2
SOCS6,5
ATP1B3,2
CYP4V2,1
NCCRP1,1
BATF3,5
BDNF,3
PTTG1,3
DNAJA3,7
PHF20,2
ZNF628,1
CPLX1,2
AK9,2
BTF3L4,2
MAP3K21,2
MECP2,9
TOMM6,1
FLRT3,2
BAIAP2,16
MCEE,3
CRABP1,2
TMEM89,1
ALOX15B,2
ROR2,4
CYCS,5
GSTO2,3
ST8SIA1,1
PDE5A,1
EIF4E3,2
TAF15,4
GRN,13
CD96,1
NXF2,1
KMT5C,2
MAGEC3,1
ZNF335,1
TSHZ3,3
RNF39,1
CD33,8
OMA1,1
TBXAS1,1
GFM2,1
NUAK1,6
COL6A1,2
KRT9,1
ANO6,1
PAM16,5
RAB3B,1
SLC9A3R2,9
FASLG,13
DNASE2B,1
ITGA9,1
INSL3,1
CTNNBIP1,8
SH3GL2,14
MSRB3,5
TAF1D,7
TBR1,1
UBE2Q2,2
TOR1A,7
CNDP1,1
EIF6,3
EMG1,2
POU4F3,1
UCP2,2
IGF2BP2,3
DLC1,4
KPRP,1
PIPOX,1
SNAP23,6
SSR2,1
DUSP10,3
PTPRN,6
FAM167A,3
NLRP3,10
FKBPL,5
ZNF23,4
PRICKLE1,1
GPRC5C,3
PTPMT1,5
IKZF1,6
CACNB4,5
EGLN1,2
GH1,2
DNAL1,2
CRYBB2,5
RAB9B,2
PBX2,2
FAM163A,2
SREK1IP1,4
ARNT2,3
PPIF,6
SSRP1,5
DDX39B,5
CD200R1,2
ASCC2,4
EHHADH,3
RABGGTA,2
ZSWIM7,2
ACTBL2,1
C4BPB,1
DEFA5,2
P4HA2,3
ARAP3,1
ESRP1,2
RRN3,2
TMEM262,1
PEBP1,7
NAGS,1
CLN5,1
LY6H,1
IL7,1
S100A11,1
GDF10,1
LRFN4,4
SSH1,5
ANKRD13D,1
CASP2,8
FBXO27,1
ENSA,2
ATP5ME,1
KRT26,1
CSH1,3
RAB32,5
TMEM199,3
CCDC40,2
UCHL5,10
CPSF2,1
RAG1,4
CSNK2B,11
STIL,3
TUBA1A,6
AACS,1
CSPP1,4
RHOB,3
CXADR,1
MORC3,2
AKAP17A,3
GUCA1A,1
MAP7D2,1
SPIN2B,1
TBX6,3
OSTF1,6
DHX32,2
PSTPIP1,12
SP1,24
RADX,3
TSR2,2
RPS3A,3
LHFPL3,1
SF3B3,5
CLNS1A,2
DKK2,1
SOCS1,6
LPGAT1,1
CLPSL1,1
SERPINB8,1
TP53BP1,16
STX3,5
HOOK1,3
SULT1A2,2
GPANK1,5
APPL1,10
C1orf94,5
HBG2,2
ILKAP,2
CCDC112,2
TDGF1,2
REEP5,4
TFB1M,2
SH3D19,2
IL10,4
EIF1AX,2
PLAC9,2
CD101,1
INS,4
PIK3R5,1
FERMT1,1
FSTL3,1
SREBF1,3
C11orf87,2
PABPN1,3
LNX2,4
SUGCT,1
GPRC5B,2
FABP1,2
FAM172A,1
NFKBIB,5
TBC1D10C,2
RBP1,1
KRT14,1
ZNHIT1,6
RAB25,2
WDR6,3
BBS1,9
PDZK1P1,1
GCM2,4
BCL7B,2
PLAU,2
LCE3C,2
CTR9,5
POPDC2,1
ARRDC2,1
ZBTB7A,2
ANKRD11,2
BBS2,11
ATG9A,6
DIS3L,4
NOXO1,3
MAP3K10,2
DCTN1,8
KRTAP9-8,1
ANKRA2,2
TES,1
LYPD4,1
KRTAP11-1,2
OR7D4,1
ORM1,1
TIMP2,3
PPP1R16A,5
FOXR2,2
MTA3,3
GCM1,3
GNAT2,1
SRSF1,9
S100A7,2
SERPINH1,3
BVES,1
CSNK1G2,5
SYNGR1,4
PKP1,6
KRTAP10-10,1
FNDC11,5
ASAP2,2
ADIPOQ,3
RPL8,1
NCOA3,9
ADAM11,1
FARP2,2
MGST3,3
DFFB,5
IL13RA2,5
KRT71,2
CTPS2,2
MRPL42,2
CXorf66,1
CTCF,5
MAP3K4,6
BPTF,3
BIRC3,7
NME7,6
PIGH,2
NHLRC2,2
PDE4B,1
CSTF1,2
MGAT4C,1
DBH,2
FXYD2,1
UGT1A10,2
PPM1F,2
TRIP12,3
SLC35A1,2
WEE1,4
NOTCH2NLA,1
SLC66A1L,1
C1orf127,1
CDK9,20
DDX23,2
SZRD1,1
NOTCH3,2
VPS28,8
ABI2,8
CHFR,3
DDIT4,5
WBP11,5
CYB561D1,1
MYH7,4
GLIPR1L2,1
TOR3A,1
NKAPD1,4
HTRA3,3
SGCG,2
TAS2R7,1
PARP3,2
MMRN1,1
DRC7,2
NRGN,1
FOXA3,3
NUDT4,1
PCCB,2
NRF1,4
PABPC5,1
AIMP1,3
LRRN2,1
ARRDC1-AS1,1
CTSE,2
ABCG1,2
BEST3,1
CHCHD3,3
PAX8,2
DCD,1
SUMO3,6
EHF,1
UBXN7,3
ZCRB1,1
SMARCB1,10
PPP1R1B,3
DKKL1,2
MT3,1
ESD,2
DCBLD2,1
ARHGEF6,5
YIPF5,2
EEF1AKMT3,1
PCDHB16,1
PGPEP1,2
HGS,11
VAMP1,3
MME,3
ARL14,2
TMEM229B,1
DVL3,12
MC3R,1
RDH5,1
XKRX,1
TBC1D17,2
FASTKD3,2
GINS2,1
DIPK2A,2
HSPA6,1
LRRC42,1
NUDT9,1
CDKL5,6
RNF19B,3
MRPL43,2
DUSP6,4
CCDC106,6
ING4,8
CASQ2,1
KRT32,1
WIZ,1
PDE6D,5
ADAMTSL2,1
ALKBH2,2
MARCKSL1,2
TMEM185A,1
SLF2,3
PAQR7,1
MOBP,3
RGS6,2
KCTD6,4
CFAP77,1
ST3GAL4,1
IRS4,2
FOXM1,6
PTGS2,2
TCEANC,4
ADRM1,5
CYSRT1,2
MFAP4,1
KLHL36,3
PLSCR1,1
TRIM63,3
SLX9,2
MAP1S,1
APAF1,7
SCAF1,1
GRIN2D,2
PSMB9,6
ACADSB,1
HJV,3
CACNA1H,1
ENG,5
KLHL1,2
GABRA3,2
SYT1,2
EIF4G1,17
TTC3,2
MBTD1,2
AKR1C1,3
KIAA1143,4
GARIN2,1
VKORC1,2
SDHAF4,1
VRK1,11
ZNF747,2
DGKB,1
PFKL,3
GPN1,2
CLEC2A,2
MTMR14,4
CALHM6,1
AKAP3,1
HTR3C,2
SCLT1,2
TREM2,5
TMEM190,2
ERMAP,2
KRT6C,2
FAM120AOS,1
DAZAP2,9
PLA2G2A,4
ZFYVE16,1
IRX6,1
MAPK3,13
C1D,4
C22orf39,2
GUCA1B,1
HSD17B10,4
TM4SF4,3
NINJ2,2
INHBE,1
RNF168,6
MAP4K4,3
SEC16B,1
PDGFD,1
GEMIN8,2
SOCS5,2
TTYH2,2
ASPA,5
UTRN,3
ZNF516,1
CCDC42,3
PTPN22,6
UHRF2,4
IKZF5,2
LMO4,4
C1orf220,1
RCAN2,1
TADA1,1
CENPH,5
HOXC10,1
DEFB115,1
USP54,1
LYPD3,1
SPAG16,1
ATF4,11
SPIDR,1
SNAP29,7
SCGB3A1,1
SGK1,9
MLF2,3
CDC42SE1,2
CDKN1A,26
ARHGEF28,2
REG1B,3
MYC,33
BAMBI,1
FBP1,7
FNBP1L,1
IFNAR2,5
FOXH1,4
SIMC1,1
BRME1,4
FHIT,6
VIPAS39,7
COLEC11,4
VBP1,5
BBX,1
MED28,7
ZNHIT3,3
AMPD2,2
CLDN7,2
GLE1,3
CCDC107,1
HLA-A,6
SRPK1,8
TOPORS,1
MKNK2,5
CDC27,18
RSPO3,1
SPINK4,2
CALHM1,1
CD79A,3
DEPDC1B,1
ZNF77,1
SERHL2,1
ZNF574,2
GDE1,2
SIX2,2
OTC,1
AZIN2,3
MNT,1
SPTSSA,1
NIPSNAP3A,3
ZSCAN29,1
MRPL28,5
PHF14,2
C20orf96,1
MFSD11,2
OR10H3,1
OLFM2,3
MAP3K5,15
DUS4L,1
SCGB2B2,1
CRELD1,1
RAB1B,3
ADAM8,1
PFKM,1
ZNF260,2
PGK2,1
RCAN3,2
CHL1,1
ASB6,6
ENDOD1,1
CRMP1,4
BCKDK,4
MYO18A,4
CFAP210,1
HSFX2,2
CAND2,1
FBXW8,3
INCA1,4
BCL11B,1
CCDC74A,1
UBIAD1,3
ERBB3,19
RAP1A,5
TWF1,2
UGP2,3
SPPL2A,2
ENTPD7,1
KYNU,1
PROP1,2
ATP6V1F,2
SNRNP27,3
RAB11FIP3,5
CD3E,4
TESC,4
AHI1,3
GPAA1,4
UBA1,5
SLU7,4
ISOC1,2
RAB40C,1
ARV1,1
ARHGEF3,2
F2R,3
USP22,5
C8orf33,5
TUBA4A,2
SERP1,2
ADCYAP1,2
TCEANC2,3
APTX,9
MFSD4A,1
DCSTAMP,1
ESYT3,1
GEMIN2,4
BRF1,1
INTS12,3
WNT10B,1
CSF1R,2
GTF3C5,5
DHRS11,1
RYR2,2
DIRAS2,1
NUP50,3
HK2,2
SMNDC1,3
NSG2,2
TRMT12,3
TGFBRAP1,1
NUP43,2
RGL2,3
ABHD17A,3
TGFBR3,2
FOXP3,15
HSPB6,1
PLD1,2
VSIG1,1
GPSM3,3
FGF10,2
ATP6V0D2,2
KBTBD4,2
RAC2,5
ARMH4,1
CDC42SE2,1
ZNF286A,3
HROB,1
RETREG3,1
SRD5A1,1
SLC1A5,3
RNASEL,2
RPL15,4
PIK3CB,5
FCGR3A,1
KRT31,3
IGFLR1,1
ATF3,12
NT5DC3,1
CELA1,1
STBD1,2
SMIM11,1
SLN,1
KLK3,1
MSN,4
TRA2A,1
LTB4R2,2
SRP72,1
LYN,20
CEP68,1
ZNF169,3
KRTAP10-8,3
TIMM22,2
NOMO1,1
SELENOK,1
RIPK4,3
TRIM65,1
TMEM203,1
PRKAR1A,12
PNMA6A,3
CLNK,2
ATXN7,5
FAH,2
MTAP,1
NFATC2,6
USP38,2
RTN2,1
RAP2A,3
ITGB1BP2,3
AGO1,8
SLC18A1,1
PTS,6
ODF3B,1
PARVA,6
LONP1,1
KRT33B,1
CFAP52,2
HSP90B1,3
ARL14EP,1
CHRNA4,2
FOXP4,2
TTC39B,2
KBTBD7,6
CLDN1,2
TARS2,1
ATP5F1E,1
CSNK1A1,9
NUTF2,3
BTK,15
CERCAM,1
ZNF662,3
CYP8B1,1
SERINC1,3
OFCC1,2
SUPT20H,2
LRRC10,2
BBOX1,3
LZTS2,3
PIGT,3
GIMAP1,2
AIM2,5
PHLDB3,1
SPX,1
NLRP4,1
INSIG1,2
NISCH,2
NPM1,22
CCDC153,3
ILF2,6
SLC35C1,1
HIF1AN,6
DENND2C,1
JADE1,4
PIM3,2
GRK7,2
CTDSPL,2
BORCS8,4
METTL15,3
MUC20,1
TEX37,2
PLXNB2,2
FADS6,1
COX1,1
CASTOR3,1
PIN1,24
NCKAP1,2
WDR37,2
ARSG,1
BICRA,1
HIBCH,2
ATPAF1,1
ZNRF4,1
TRAF4,8
AXIN1,25
HARS2,3
H2AC4,1
CLDN18,1
ZNF394,3
RAB35,3
MFSD2A,1
ADI1,2
PLLP,3
ATCAY,1
SDK2,1
VASP,10
VAPA,10
DGKQ,1
TTN,10
INIP,3
LGALS8,6
WRNIP1,2
HEPACAM2,1
CCDC134,2
S100B,10
PYGO1,3
ATP5MJ,1
PRKCH,2
LRRC46,2
SRGAP2B,1
CLDN11,1
DYNLL2,3
PHTF1,2
CNTFR,4
FAM133A,2
GSK3A,8
CD164,3
RNF38,2
SNRNP40,5
PPP1CA,25
EPDR1,1
ABAT,1
KRTAP4-4,1
BMP2,6
DGAT2L6,1
CDK12,2
RNF216,2
ALDH7A1,1
CDH9,1
KIF5A,1
TSGA13,2
GPM6A,2
TRIM21,7
CDH15,2
IL1A,5
DYNLL1,8
VAT1,1
SIRT3,6
ZNF251,1
NOX5,1
CHMP4B,6
MLST8,5
STK31,1
TNFAIP8,4
UBQLN4,5
SMAD5,5
MND1,2
RBMY1J,3
FAM180B,1
PSME4,2
ZNF683,1
RNF125,1
EZH1,4
RAD54L,3
MX2,2
LOXL1,1
PLXND1,3
ZBTB40,1
HECW2,1
ARHGAP24,2
NEU1,3
ARHGEF40,4
PSMC5,13
MUC15,2
PNISR,1
MYOM1,2
FARSA,5
TAX1BP3,1
RAB33B,1
TEX13B,1
TECPR1,1
ATP6V1E2,3
HMOX2,5
EVI5,2
PFDN5,4
FKBP4,6
GCFC2,5
RAD23A,8
PRB3,1
SLC35F6,3
BMP10,1
XRCC1,12
CARHSP1,3
ANXA9,2
KDM5C,3
DPH6,1
RNF10,2
HSPB11,4
DNAJC22,1
SVIL,1
SYMPK,2
CYP2A6,1
KATNAL1,3
CCAR2,6
MRPS5,1
EYA4,1
BRPF1,2
MMS19,4
MAPK8,12
TRPT1,2
SETD1B,1
TMPRSS2,3
PLEKHO1,5
TTC37,1
ZNF174,2
ARID4B,1
HCN4,1
PIWIL2,1
TTC7A,1
PLEKHG1,1
AK7,1
HNRNPUL1,9
SPRYD7,3
BANK1,2
SLC25A11,2
KPNB1,9
ZNF211,2
ARIH2,7
ARMC8,3
PLA2G15,1
S100A6,3
RILPL2,3
BIRC2,13
SNAP47,3
RAB33A,3
MRPL45,2
TRIB3,9
PRDX2,2
SCN3B,1
CHST8,1
KCND3,1
PSME1,3
PPP1R7,5
PTPRCAP,3
WNT1,2
DNAJA1,1
EIF3A,5
NUDT5,2
NPPA,4
MAGOH,15
RAET1G,2
PDGFRB,18
RPP14,4
PHC2,3
RPN1,4
BIN2,2
B4GAT1,2
COQ9,2
CDKN1C,4
NAA40,1
EEF1G,6
CCDC141,2
DAXX,36
EIF5A,2
KLF2,2
USP12,2
BRK1,4
CIDEC,2
CFAP298,2
XPNPEP1,2
ENTHD1,1
CIAO2A,2
PTGS1,1
GNAZ,4
ETFBKMT,1
QRICH1,3
CCN6,1
C5orf46,2
DDX41,5
TSGA10,5
OXSR1,7
GEMIN6,5
EPHX2,1
ARHGAP42,1
STMN2,5
DDI1,2
P4HB,6
B3GALT5,1
JAK1,8
PUDP,1
LNX1,14
RET,11
BMT2,1
NIN,4
RFC5,5
ATG2B,1
P2RY13,1
TIA1,1
AQP9,1
DOC2A,2
TANGO2,1
PREX2,1
BBLN,1
CLIC1,4
SGCB,1
RABL2A,1
APOM,1
NFIX,3
TEAD4,8
TMCO3,1
CALU,4
TIMM44,4
ASB13,4
KRT6A,6
CPSF7,1
AMER1,2
POLG,1
PAAF1,2
DHX15,6
MYOCD,1
PIP5K1A,4
SPIC,1
RADIL,2
EIF1AY,1
IFNB1,3
SPON1,2
TAP1,10
APOA2,3
RLN1,1
CPNE1,1
APEX1,3
SARNP,5
CDIPT,4
KPNA3,5
CTSW,1
RREB1,2
CCDC25,1
CLK3,8
TRUB2,2
ACSL4,1
NAPB,3
DDX6,13
DMRTA1,1
JAKMIP2,2
SHMT2,6
GPR162,1
PDE3A,1
HYI,1
SRRM2,1
BTN2A1,1
SOHLH1,1
LYG1,1
GNL1,2
KATNBL1,4
IL3RA,1
HAS1,1
MAP2K2,10
H1-7,1
GIT1,4
RBMX,7
OSTM1,1
SUFU,9
ACTN1,5
SACM1L,3
SS18L2,2
NTSR1,1
GATA1,10
ZNF426,2
AGFG1,3
TBC1D2,1
CD300C,5
GMCL2,1
USP4,3
PNPLA4,1
FAM81B,3
IL2RG,6
LRRC8B,3
SYNJ1,4
EXOC6,4
STK32A,2
MST1,3
KRTAP19-5,2
DUSP21,4
TNFRSF25,1
GLRX3,6
ELMOD1,1
SEPTIN8,2
COA8,1
CYP4X1,1
GOLGA8DP,1
IP6K3,3
NRROS,1
FHL3,6
BRCC3,3
DCUN1D2,1
RBM4,5
TRIM41,8
LPL,2
NLK,6
RNF138,1
YME1L1,1
TSC2,8
WNK3,2
FLCN,4
PGAP6,2
AANAT,3
GATAD1,2
SPZ1,3
POMT1,1
VPS53,2
OCLN,6
FHIP2B,1
ZFP41,2
DLX4,3
NOP58,3
USB1,2
HDAC11,2
STRBP,5
TSN,1
RBIS,1
CCDC81,1
TMEM25,3
MAOA,1
KCNJ16,1
RBFOX2,6
PLAC1,1
GSTM4,2
ZNF396,3
TBCB,3
SERPINB5,2
HMGB3,2
GATA3,9
ABRAXAS1,4
H2BC8,5
EFNA4,1
APBA2,3
TAOK2,3
ARHGEF17,1
ACTR6,2
TFRC,9
MRPL19,1
PLXNB1,5
TSNAXIP1,1
CADPS,3
RAP2C,2
HBD,3
ICAM5,1
MATR3,5
CCNI2,1
PHF20L1,3
H2AC19,1
CATSPER4,1
UBE2D3,7
FBXO46,2
RSPO1,1
RNF175,1
ZNF703,1
PNKD,4
EIF1B,4
MBOAT1,1
TMEM141,1
CDK5R2,1
NCOA6,9
CIB1,3
TNFRSF1B,4
LRRC74A,1
TAFA3,1
GATD1,1
EXT1,1
CCT7,4
UTP4,5
DCAF6,2
ESRRA,4
SLC27A3,1
KIF20B,1
PARD6B,6
LIMS2,2
ENKUR,1
RPUSD3,3
DAGLB,1
PRSS50,1
ADAMTS3,1
