gene_or_protein,study_bias_score
P38398,213
Q9UBZ4,14
Q9UHY8,8
Q92563,2
Q9NRF9,10
Q8N205,89
Q9HAY6,2
Q86U38,42
Q6ZS17,2
B2RWN4,9
Q3LI73,4
Q96JB7,1
Q8NEY4,29
P63252,12
O75909,39
Q9NYV4,26
Q99490,3
Q8IVF7,4
B3KSW4,41
Q9H069,2
B2RC52,3
Q9UQK1,26
P56915,2
O75808,14
Q96ID5,31
Q504T8,13
Q92820,15
Q9NPA8,12
Q8N6M7,1
Q8IY49,7
Q9UL12,1
Q5VXT5,19
B5MC51,6
Q2Q440,3
Q8NDH8,1
O60925,66
P00352,3
P48552,23
Q5FWF7,1
Q8NHM5,12
B2R550,3
P00374,8
Q9NWM3,28
Q69YW2,1
Q9UH73,6
P48507,19
Q96CQ1,2
Q13112,27
Q12798,41
P50613,104
Q9C0B5,12
Q9Y619,10
Q9NRS4,13
P62906,84
O00255,28
P16403,52
Q9UGM6,6
O15514,33
K9JA46,14
Q8NE18,2
Q3B7A7,1
P63000,111
O75192,1
Q99807,37
O75865,42
Q9Y240,31
Q6ZW31,8
Q9H205,1
Q8IYX3,29
Q92604,12
Q9NYZ2,1
A1L429,2
Q9NX52,2
P08574,19
P51693,45
Q9Y3I0,41
Q9NZG7,74
Q14592,31
Q12931,57
Q92953,6
Q86XP1,5
Q9NUH8,217
Q5VV43,4
P25100,27
O95935,4
P33316,19
P61601,33
Q15386,14
Q6ZSS7,37
Q06481,23
X5DRC8,2
P20648,11
Q59H13,3
O96014,20
Q8NB74,1
A0A024RAM4,1
P10301,27
Q9H9C1,12
P98182,2
A0A024R2Z6,1
Q96C74,11
Q6IAQ1,1
K7ESM5,2
Q96E39,19
B4DH59,1
P48739,7
Q8N912,44
Q6ZN17,7
O60296,28
Q9H669,1
P51572,43
A0A0G2JK44,1
P18847,41
O00329,10
Q9NRM2,10
P67870,193
Q8TCJ0,13
Q9NZ23,12
O60516,2
A8K517,1
Q96JB8,1
Q71V07,1
P42858,396
Q96MV8,53
A0A583ZBW7,3
Q9NRR4,32
Q8N196,3
Q8N451,1
Q9BVV6,6
Q9Y278,11
Q9BRS8,1
Q9BVK2,33
Q8NDH6,9
P01258,3
P55212,10
Q5T4K5,1
P35354,5
P35212,6
B7Z6D1,1
Q8NE01,71
Q8ND56,8
Q5U043,1
O60361,40
Q9NVJ2,27
Q8N883,2
C9J1X0,5
A8MZ59,45
Q9NVM4,19
Q07955,68
Q9Y6B2,19
Q8NBW4,26
P01780,1
B4DYC6,97
Q86V28,2
Q9H1A4,45
Q5U5X0,24
P50336,11
B0FTY2,2
F5H423,1
A0A087WZU2,2
Q5VIR6,16
Q9H3E2,4
Q99941,15
Q92504,42
Q9NXE8,6
Q9NZU7,4
P43308,2
A6NIH7,7
H3BQF1,1
Q9H6D7,43
K7EJH0,5
Q9H0F6,57
Q969X2,4
A0A087WWI0,4
Q8WUB8,29
K7ELE9,1
P56880,6
Q9Y2B4,4
Q7L8S5,12
Q7RU04,2
Q9BSE4,18
Q9UKL3,12
Q6IAW5,4
A8KAD9,1
Q9BVE2,2
P49903,25
P51649,12
Q8IUB9,41
Q9H079,57
Q9NXG9,2
P52789,30
Q9UK96,9
Q8N339,6
Q8N7F7,5
O60524,16
Q9BX79,4
Q75MR5,1
Q5T197,2
Q9Y5H5,7
Q08AM8,8
Q8NBI3,2
Q14896,18
P60022,10
Q8N0X7,47
Q3YBR2,2
Q9BY76,23
Q8N983,34
Q8WV35,7
Q9ULK2,6
P58505,2
A5YM63,1
Q5T1N1,4
P09105,9
H0YJZ4,3
Q63HQ2,3
P29218,4
A0A024RAC5,1
O95416,10
P61964,149
Q8TAV5,6
Q6UXH0,1
O95251,37
Q8NB16,13
Q8N131,4
Q8IZ09,1
Q8IW45,25
Q8TCA0,4
Q8N6I1,6
Q15831,116
Q9NTK5,17
P07510,19
Q3LFD5,1
Q9Y296,22
Q96PV4,65
F5H1N7,4
Q9NRE1,14
Q9BT04,2
C9J2U0,1
P01241,82
Q3BBV2,2
Q12836,12
Q9UQR1,32
B4E1C2,1
Q9H0B6,53
Q8WVD5,5
P47736,8
Q9H4I3,12
O14764,17
P21802,64
O43488,30
Q6ZVD8,22
Q9UJW7,3
P30990,3
I3WAC9,2
C9J6V4,7
O43639,189
P31749,131
Q9Y237,18
Q86VE0,38
P11678,4
P29460,5
A0A024RA76,7
Q9ULK0,4
A8MTY0,8
Q8TE96,13
Q969Z0,59
Q9H1B5,13
Q9Y6C9,27
P62330,136
Q9H5I1,64
O95076,16
Q9UKK3,7
Q5VTU8,11
P12694,40
O60939,58
O43809,101
Q15642,37
P09668,16
Q92522,46
O15021,3
Q9Y4U1,2
Q6IAQ2,1
A0A0S2Z5D5,1
Q15543,8
Q99627,42
Q14093,13
Q9UQ26,5
Q6P5S2,4
P20585,13
Q5I7T1,5
Q96TC7,40
Q2PZI1,18
Q2M1V0,6
Q92556,17
P11309,26
Q9Y2H6,33
P20933,6
Q6DN72,1
O00399,31
H0Y3A3,5
Q8N5Z9,2
Q8IUA7,2
P43119,54
Q8N3Y1,28
Q8N1K5,11
Q9BUG6,23
A6H8Y1,8
O60636,48
P0CW23,1
O15173,74
Q9ULF5,19
P55263,1
Q8N127,1
Q9Y5Y0,18
P52948,49
P08172,14
Q5JYT7,1
Q9HCJ3,4
Q96DP5,5
Q573B4,6
Q9Y6W8,12
B2R7C5,2
Q9NTW7,19
Q53HL2,45
Q8TDC0,62
O14602,8
A1A4V9,1
O60333,48
Q13882,31
Q9UEY8,31
Q5JZB8,1
Q9NUE0,17
O14503,97
Q9BTV6,8
Q96NH3,6
Q92947,21
E9PBF6,2
P60468,28
Q86UW7,13
P09067,90
Q6ZNG9,2
A0A140VJR2,1
Q96Q89,30
Q9H0C5,58
Q9NUK0,4
E7EUI8,1
Q99717,35
A0A087X1Z3,1
Q5T2E6,1
Q13258,2
P41238,8
Q8NGT1,2
Q9NP84,5
O75888,4
P13726,7
Q6IE81,15
Q6P5T0,5
Q6UUV9,8
Q8WVK1,1
Q8N9B5,15
Q86YC2,39
Q9H0R6,14
Q8NEE8,1
Q86TS9,14
Q96L58,4
P04733,1
Q7Z612,1
Q9Y6I8,1
Q9BV07,1
Q9UM44,16
Q86Y26,23
Q5BKU9,37
Q7KYR7,29
Q9UNW1,12
Q8NDD3,1
Q9BQ65,24
Q99954,6
Q96RV3,1
O43638,73
Q9BS34,20
Q8NI17,24
Q5SU16,3
Q96PU4,39
P11049,14
Q7Z7C7,8
Q9BTY7,4
Q9UJU3,2
Q92540,26
Q15559,1
Q86UD0,20
C9JFE4,2
O75128,32
Q9BS75,24
A0A0S2Z3E6,2
P27338,5
Q9NP80,8
Q8WVV4,51
Q9Y6X6,10
Q86UZ6,16
Q9P227,4
Q75WM6,4
Q96LA8,101
Q8IWC1,35
P36383,14
Q96T21,7
Q99250,3
Q96I36,142
Q17RD9,2
P82970,4
Q86SG2,20
Q5SZQ8,8
Q8WWG9,4
Q8IVG5,4
O00264,59
D3YTB1,1
P07355,75
Q9NRN9,2
F5H3M2,3
P01562,12
O15315,17
Q9HCX4,1
C9J0Q5,1
Q7Z2D9,1
Q6P4A8,12
Q16671,4
Q86XK2,53
Q9NYW8,35
Q96C90,3
Q13286,38
Q6UX34,22
Q86WK7,12
Q8TDQ0,78
P61244,97
Q8IUX4,7
Q15329,8
Q8IVW4,29
P28300,29
Q8N5G2,40
P51665,72
Q9BXA5,1
Q13507,5
Q8IX29,6
Q8WVF1,4
Q9P2Y5,53
Q8IXQ5,17
Q68DG8,1
B7Z5R0,10
Q96DA6,19
Q8WWR8,21
Q13428,27
Q96CE4,1
Q9NSA3,29
Q16595,12
Q008S8,2
Q7Z7L9,1
P43630,23
Q8TC07,45
Q96QZ0,1
Q8IVS8,54
V9HW43,1
A4FUJ8,2
Q16540,26
A6NDG6,3
Q5T036,1
Q6NUQ1,130
Q9Y6Y8,28
J3QL56,2
Q13823,61
Q8WWF5,82
P36873,251
O95484,19
B1ALG1,2
Q5MNZ6,18
Q9BWU5,1
Q96RL6,3
Q8IYG6,9
O75678,11
Q9UBV7,25
O60245,29
A8MQ14,1
Q96M61,7
Q8N8Z8,8
Q9Y620,7
F8VQ14,1
B4DU42,1
H0YNH1,1
A4D1S0,47
Q96GS4,79
Q9NY47,15
O75110,28
Q07973,4
Q13469,15
Q5SXM8,19
Q4LDE5,6
P78382,36
P60842,60
Q14185,19
Q6FGS1,1
Q96I25,46
Q8WU57,3
Q16778,23
Q53R41,20
Q76GR4,2
P55327,25
P51687,88
O60844,11
Q9UKQ2,1
Q86VP6,591
Q8TF27,2
Q14651,39
P37198,93
Q8WVX7,1
P41273,27
Q07699,3
Q96GD0,3
P55196,42
P35998,69
Q6ZMP0,19
P54845,1
Q76L83,13
Q641Q2,26
P56749,3
P50443,11
Q9NY59,22
Q8N268,1
Q06432,17
Q12965,30
Q8N6P7,5
Q96EY5,14
Q7L014,22
Q14533,26
Q8TAQ2,69
B3KSX3,1
Q8TDB6,19
Q96DN7,2
Q53FD0,76
Q6NZ44,5
Q96NW7,5
I6L957,6
Q9H8Y1,10
P63146,22
P23229,28
B3KUZ7,1
Q96MK2,6
Q7L775,47
Q9UDY8,29
P04080,13
P11532,36
O00468,19
P13639,83
Q66K41,11
P61981,555
Q6MZP3,1
E9PN20,1
Q2KHM9,98
E7EMK3,2
Q9HBE5,1
P49450,45
P49716,27
Q9BSA9,1
P41161,8
P35247,3
Q16877,13
Q76MU0,2
Q8N394,4
Q96BN8,15
Q9UBL9,21
Q9Y5E8,25
P20908,22
Q8NA61,129
Q7L5N7,9
Q9H900,6
Q9P260,6
O60603,28
Q7Z353,15
P29122,6
P20264,2
Q9NW61,12
H0Y507,2
Q8TDI8,4
Q8IYB8,24
Q6P2I3,2
Q6ZTI6,1
Q5T8I9,11
Q8WUA7,26
Q96QE2,3
O00743,45
Q56NI9,12
O75800,14
P49901,68
Q9H0G5,10
Q8N370,7
O14964,249
Q9Y5G5,1
O14975,32
O75425,16
P30040,32
P30825,106
A0A024R8U5,1
Q9H228,9
Q6PUV4,13
P04632,22
O43291,73
Q5QJE6,18
Q9BSD3,11
P35372,123
A1L453,1
P35590,11
Q7Z3D6,7
Q9GZR5,93
Q96C19,7
B4DZZ1,1
O43716,27
Q8NDW4,2
Q30KQ2,1
Q01973,24
Q13610,31
Q9HD67,15
Q2TAZ0,21
B1AMU7,1
Q08431,5
Q15005,29
Q8IZF2,5
F1D8P7,4
Q9P2G1,1
Q96GX8,2
P42892,15
Q8N9U0,2
Q8N271,2
Q9UIL8,6
O15523,8
P78552,5
Q8TCF1,1
Q9UNE0,6
P15291,13
E7EX90,1
B2R7W4,2
Q9Y5B9,81
B2RD79,1
Q8TE67,2
Q5EBL4,10
P61328,16
P80188,74
P48357,14
Q53G25,2
O95674,28
Q96HR4,1
Q7Z309,19
Q9UQM7,66
Q8N966,14
Q96C00,46
P48645,22
Q15629,8
A0JLT9,1
Q59GB4,1
P17542,27
P63092,41
Q8NI60,61
P20396,2
P22736,70
Q12851,12
Q68DH5,16
O94855,16
Q3ZCQ2,6
O95865,36
A0A0S2Z6H0,17
E9PSE3,1
K7ES00,1
Q9BRQ0,5
Q9Y2Q5,17
Q9NRX5,30
Q13007,20
Q08AM2,30
Q9UII2,22
O15381,35
P35452,10
B3KM48,1
P78559,16
Q6H3X3,1
Q8N2G4,20
Q96HY6,30
Q15691,144
P61764,66
P17181,9
Q9Y673,9
Q9HAI6,1
Q7L9B9,12
Q12866,1
Q13976,16
E9PRZ2,1
Q6IAX9,3
P18850,32
A1L168,8
Q8NEA6,9
P98082,42
P0CH99,1
P11717,29
Q9NPQ8,34
P07738,11
Q8N5L8,21
Q9NVA1,25
Q6W6M8,1
E9KL35,3
P07737,40
P48146,14
Q9NUJ3,26
Q92692,47
O00559,29
O15533,7
P51843,4
Q6FHQ0,6
P40259,94
A8K8N7,1
Q9UHY1,21
A6NMK7,7
Q96QU5,1
O60826,68
Q6UB98,5
P50897,5
Q8NE62,15
O75419,24
E7EQV9,2
P42857,33
B1AKY9,1
Q9NRW1,40
Q99708,27
Q14901,4
O60343,44
Q2TAC2,150
Q9UBJ2,2
Q9H074,24
Q9Y5K3,5
O15551,2
Q0VGL1,17
Q53H82,3
Q9NQT6,3
Q06136,3
P32929,25
Q59G98,2
P32519,5
Q9WJR5,3
P28161,3
E9PQ56,1
Q12791,4
P30530,4
Q9H5V7,55
Q6UXB0,1
O95405,41
Q96GZ6,20
Q8NEJ9,22
G3V2R1,10
Q9P0K8,75
A0A024R275,1
P55082,34
A4D2B0,3
Q9H9J2,53
Q9NZH0,20
Q96A56,13
Q49A92,2
Q14139,28
A0A0S2Z3U4,2
Q15649,7
P16066,4
P26373,96
Q9NYF8,72
Q9H9S4,5
P0CG24,1
Q8IZF4,79
P09497,63
P30988,8
O95741,13
Q16352,33
P00480,11
Q6P0N0,12
P09619,54
Q6IAV4,2
Q9P0L2,20
P20823,14
Q03692,16
B7Z1N3,1
Q9NYA3,45
Q8N8J7,20
Q9H9A5,35
Q6URK8,1
Q12952,119
Q4J6C6,34
Q7L0J3,8
O95081,3
Q99726,26
Q86YS6,3
Q9P055,3
O95425,43
P07359,2
P00740,33
P05451,2
Q2MKA7,8
Q9UKV5,38
Q9BXS1,12
O14753,3
Q9C0B0,5
O75420,42
Q96LW2,8
B2RC85,1
Q5W0V3,4
P25116,7
Q9GZW8,11
Q9UIY3,4
A6NEM2,3
O75954,4
P62955,1
Q13609,3
Q9UKM9,64
Q86YW5,2
Q8NE00,3
Q9BRK3,6
B7ZBJ6,4
P12524,44
Q6P9G0,1
Q07325,69
Q8N5N8,1
Q9Y6Y1,1
Q8IY81,69
Q96EP0,49
Q8NF17,1
Q3LHN2,43
Q13217,5
Q6DD87,3
Q01726,2
Q0VDC6,3
Q9UHJ9,32
B4DRL5,1
Q9UPM9,21
P29322,6
Q9C0K1,27
Q8NES8,2
Q9NP81,25
E9PI22,1
Q9P2M7,25
D6PAV9,1
Q9NZR1,14
Q9UQD0,1
P35321,3
A6NIM6,2
O15258,17
Q9UQ88,41
H0YJH0,1
P04899,54
Q96MP8,40
Q8TAA9,31
Q49B96,4
Q96GA7,3
Q96Q40,94
Q9P2D3,10
A8K651,4
Q9Y2L8,4
P02775,29
O14641,108
O94985,29
P31213,2
Q13822,1
Q9HD64,45
Q14807,52
Q5TCY1,3
P60228,72
P07199,55
Q96T17,31
P68371,66
O95825,10
Q96SJ8,1
Q6ZNJ8,1
H7BYD0,1
Q8WYX9,8
P30154,79
Q9NZV6,6
F8VY35,2
O15353,38
Q14119,63
Q8NFP7,8
Q9NPF4,32
P05091,39
Q9UIA9,51
Q8N1D0,5
H3BND3,2
E9PRT1,1
Q96C01,76
P08123,22
Q99426,9
O95633,2
O15211,13
Q3V5L5,2
O00257,89
Q9H0T7,13
P49458,42
Q6P5W5,69
D3DU92,9
A0A0B4J2D5,1
O14818,57
Q6PJT7,41
P11712,8
Q5JPI3,2
Q9NZ48,1
A2RU67,40
P53708,13
Q305V2,1
P09486,6
Q6UXG2,4
Q9BWT7,106
Q9Y3L5,15
Q4KMX9,1
P11441,45
Q6VEQ4,1
Q9Y258,21
P36021,3
Q8WW35,25
Q5SYB0,3
P39019,40
Q8IV31,40
Q9NRA2,1
Q15382,30
Q15365,106
Q9H8H2,102
P50461,11
Q9UI32,2
Q6ZT89,17
Q9Y3D7,19
P23193,38
Q8WWL2,10
P20472,1
Q9C0D7,2
Q14558,27
Q03403,1
Q14153,8
Q07889,29
A0A0S2Z6I7,2
Q9H313,6
Q53FI7,1
P59190,4
Q9NVE4,10
P35916,16
Q9UPN9,68
A0A087WVE9,59
Q59HH3,1
Q9BSA4,6
P62851,45
F5GY56,1
Q9UIK5,10
Q8IYM1,21
P14625,83
H0YMZ1,1
Q8TD31,180
O75123,1
Q9NWJ6,1
O75493,4
Q9BX63,25
Q9UKF7,21
Q587J7,1
Q96E22,24
Q9BSK1,1
P56378,3
Q12849,23
Q0P5U8,1
Q8NE71,27
O75436,50
Q8N2A0,1
O60513,8
O75923,46
Q12979,5
O14967,8
Q9BUY5,37
P61371,12
P51797,2
K7ELC2,1
Q9NZ53,12
Q9Y6T4,5
Q5R372,29
Q6NUT3,9
P05062,19
Q9NU23,15
H0YKB7,5
Q9BSR4,1
P41597,42
B4E1U9,1
Q99081,87
X5D9H9,1
Q8N163,73
O00764,12
A0A0A0MSW4,1
Q9BZJ4,2
Q53GL0,63
F8W7U8,3
A0A024R8W0,1
Q8N114,9
Q9H299,5
Q06210,12
O14786,32
Q969W1,3
P34982,1
Q9UGK8,9
Q9ULQ0,19
Q16552,7
A0A0C4DFT7,3
C9JMM3,1
Q9H5H4,23
Q9H0V9,34
P14316,78
Q5MJ09,22
Q96F45,15
Q6NS95,2
Q9Y561,22
Q8WWI1,25
Q14894,6
O94813,8
Q96E03,7
Q93015,5
O75161,43
Q9H9P8,15
Q9ULK5,25
O76003,112
O94966,51
P07384,34
Q70YC5,5
O60506,199
O75818,15
O14639,56
A0A0S2Z5G4,16
B1AL69,1
Q6P2P2,8
O14582,3
P49454,36
A0A0C4DGX9,1
Q8IV38,18
P13674,38
Q6ZT36,1
O95214,77
Q86UU0,3
Q92994,6
P47902,61
O43426,17
Q14451,42
P13073,118
Q9UIJ7,10
P31939,20
Q6UXB8,6
Q8N1S5,24
Q86SF2,19
O43298,29
P51677,1
Q9NZS9,9
Q6ZU15,14
Q9UN19,16
Q13263,163
O14613,8
Q86VI3,18
P19532,43
P43361,13
P40426,14
Q99983,4
Q9BWM5,6
Q6DHY5,8
Q6P4F1,2
P26045,47
Q8IXQ6,2
Q8NBF1,2
Q04671,3
Q13421,2
K7EM05,4
Q9P0T7,17
Q2VYF4,1
Q9HCE0,1
Q5GFL6,8
E9PK14,1
Q9NSE2,7
Q96DZ5,4
P25101,13
Q8N720,149
A8K8D9,1
B2R9K8,1
Q6ZPD8,43
Q8WTX9,20
Q9Y4F5,20
V9HW60,7
Q6I9S7,1
Q99436,46
P60880,15
O00300,2
Q1JUL4,1
A6NDR6,1
P02462,7
Q99616,17
X5D2C1,7
Q2TAK1,9
Q9NZV7,40
O43747,16
R4GMT7,1
Q53GT1,47
Q96MK3,3
P06241,276
Q05DE3,1
Q9Y6I4,26
P58401,1
H0YD11,1
Q4TT34,1
Q9Y2X3,44
Q8IYK2,3
P49639,272
Q96N11,4
Q9Y534,5
P40933,2
Q52LW3,6
P22670,20
P22735,55
Q8NF99,36
P02787,66
Q9BXX0,10
Q9Y664,29
Q8TE49,1
Q14055,7
Q8NC44,27
Q8TCW7,10
Q86SI9,1
Q8TE82,1
O14920,71
O15198,105
P05141,111
P06276,30
Q92667,37
Q9Y2W6,15
V9HWA0,1
P08621,170
Q92793,60
Q9NQ32,1
Q9BTC8,54
J3KT73,1
Q2KJY2,12
B5BUB5,1
B3KW06,1
Q9BRG2,6
Q9UK73,38
O95427,9
H0YJE3,1
Q8IUC6,11
P06731,6
Q8IYS1,32
E9KL44,1
X5D8V5,2
O43663,21
P49755,45
P68400,156
P78415,1
Q8N9H8,4
Q9UMX5,5
Q9H4H8,28
Q86U90,3
O14832,11
Q8N427,4
Q9H3R5,41
Q9GZM6,2
Q13642,36
Q14240,60
P17676,26
Q14344,22
P05814,11
P07602,20
Q9BXP5,46
O75072,3
Q9BSF4,31
Q9BXB4,13
B0QY89,3
Q8IWU9,2
Q14209,6
Q9BZA7,1
P59542,7
Q5VY43,3
Q6NXP0,1
G1UI16,1
Q16821,1
Q8TEZ7,3
Q13351,19
P01597,1
Q96HP8,12
P62820,53
Q14186,58
Q99575,47
Q9UHV8,13
A0A0S2Z408,1
C9JKI3,7
Q5VZP5,1
Q9UHD8,28
X5D2L7,1
Q96AW1,16
O00221,56
O43548,16
J3KS81,1
Q9H7B2,56
Q9H169,27
Q9HAV7,46
P43897,37
Q8WUY1,16
Q96GQ7,47
Q9UHP9,2
Q9UEX5,1
P62487,85
O15374,2
Q9HBU9,3
O76083,36
P0CJ78,12
B4DZH6,1
Q8WWX9,10
Q12934,15
O43824,5
Q8N865,13
Q17RD7,35
Q9NZU0,5
Q12983,63
Q8IZK2,2
Q8N4M1,3
A0A024RBS3,2
Q6UX46,1
P08887,16
Q9Y5U9,50
A6NGR9,1
Q569K6,2
Q9P2J8,13
P05783,57
Q6PIU2,37
Q14642,12
B4DU58,3
Q13185,110
P50479,7
Q68D10,21
Q68CR1,5
Q68EM7,15
Q9BUB5,27
Q8IXZ3,1
Q9NVS9,10
Q96T68,11
Q9UHV9,77
Q2VWP7,3
Q8NAU1,8
Q9UHI7,25
Q7Z3Z0,22
E9PJI6,1
O95759,4
P12644,15
Q6NUP7,2
Q9P244,16
Q9NT22,16
P11279,319
Q01524,17
A8K132,1
P12931,214
Q9HCG1,2
E7ETB0,1
P54198,27
P48775,21
Q92993,173
Q9P258,33
Q9ULQ1,10
Q5JVZ5,3
Q96A98,1
Q6PIU1,1
F8VP00,1
P07686,7
O60663,20
Q9BRR3,4
P16520,9
Q9P0N5,243
Q5T670,4
D6RF35,1
O94983,6
O94827,16
Q9P0Z9,8
Q8IYD1,31
O75564,40
P08246,1
Q99608,42
Q9NZM4,15
B2R5I8,1
Q9NQ84,34
Q04609,2
X5DP77,8
O15055,10
Q96NK8,2
P32245,13
P40222,129
Q02083,35
O15182,29
O14514,8
P98187,2
Q15287,195
P46779,108
Q9BV79,3
Q9NQ31,5
Q9NWQ4,56
P58546,26
Q9NXT0,3
Q6IQ20,1
Q9H5Z1,26
Q6NW40,1
E7EWM2,1
F4ZW66,2
A6NIE6,1
O00220,82
Q9HAP2,3
O14948,5
Q8NHG8,2
B2RBR9,2
Q8TCG1,36
Q12933,398
A8K7F6,3
Q8NBJ7,7
O95208,43
Q09028,124
A6NEM1,216
Q5TZF3,4
P0CAP2,37
Q53S99,1
Q9H7H0,32
Q9P2J3,13
Q5EFE6,1
Q9NWJ2,2
Q9NRJ4,6
O60830,16
Q96EK6,10
Q96ST8,89
O14979,59
Q13873,13
A4FTV9,2
Q6PJG3,10
Q13888,13
Q7Z404,3
P11216,23
P31941,4
Q8IWA4,10
A0A0C4DG89,1
Q0PNE2,11
Q08623,3
B1AL05,4
Q9Y4C0,1
P56545,91
Q13057,19
Q9Y276,20
P05114,8
P33076,3
P27449,65
Q96KN4,2
P00326,2
Q5TZ20,1
Q96MF4,2
O60938,14
Q9NQZ8,58
P31151,40
O94817,57
Q6UXZ3,1
Q8IWX7,10
O60306,39
Q8TDB4,3
Q96DC7,6
Q5VY93,1
P01584,4
Q7Z398,32
Q969Z4,13
Q9BYR8,82
Q9Y3A0,13
Q9H270,33
Q15661,2
Q14667,5
C9JP00,2
Q86W67,19
Q2M3W8,3
P63272,11
P36915,14
Q969H8,21
P51911,10
P27708,70
P22607,35
Q13445,17
Q7Z7K0,2
Q8N3Z6,24
Q14820,2
Q9NPA3,11
Q8NCR6,31
Q86UV5,15
Q92750,6
Q6P1X5,15
Q5T700,34
P09093,13
Q9NWB1,64
P21291,10
Q8TDW5,7
B2RBS8,1
O95568,7
Q16514,25
Q96I51,18
C9JZP6,2
Q9NV35,5
Q9BZS1,72
Q96N28,1
A6NMX2,1
Q9Y2T3,5
Q9P2N7,30
M0R0F0,1
Q9UMQ3,2
P31641,7
Q8IZ21,23
Q92824,77
Q02297,43
Q7Z3E2,7
Q9NRG1,25
Q06124,66
Q9UHB6,183
O15350,31
Q53Z40,8
P0C1Z6,41
B3KP95,1
Q8NFH4,12
Q6FHX6,1
Q08ET2,1
Q8NC56,33
Q7Z3Y7,18
A0A024R3R5,1
Q9H7V2,16
Q13838,56
Q9Y446,42
Q9H2Y7,29
Q8TEQ0,4
P49447,59
P56817,30
Q13572,6
Q9UNF1,39
Q6IAM1,2
P0C7U0,2
Q4VXZ8,1
Q9BRT2,32
A0A024R8L7,1
B2WTI3,1
Q99551,16
Q9NZ09,6
Q9UJT0,5
A8K3Y5,3
B2R713,1
Q8IW41,8
Q9NP97,25
A6NKN8,1
Q8WY64,38
Q9NZB8,10
Q6NUQ4,38
Q9UJT2,28
P09326,4
Q9Y2I9,12
P35555,20
Q14324,33
Q2TB10,15
P61201,53
H3BS89,2
Q1WWK5,1
Q13796,9
Q6UXG8,16
Q9UH17,13
Q9C0C7,36
Q9Y4E1,9
A0A0K0K1K4,1
Q9UKD1,21
O00237,9
P85299,24
P78539,6
Q9BRJ2,46
Q2TAL6,56
Q8NDV7,43
Q92817,15
Q9UJS0,58
P17014,6
Q9NVM6,4
Q68DN1,1
P10916,12
Q9UJU5,19
Q17RP2,20
Q9NY28,1
Q8WW38,3
Q8NA23,1
P43304,18
Q8NEV1,1
A8MUH7,30
P62306,123
Q9H2K0,78
Q14534,15
P55809,24
Q96F86,41
O75437,7
Q9GZP9,20
Q12882,3
A3KN83,2
P05305,5
Q9NTG7,49
Q9Y5W8,4
Q9H9J5,2
Q8N6N2,6
O95218,40
Q9NST1,2
E7EQ69,1
O60290,3
P24158,3
Q53GB0,1
O94925,48
Q8WU39,3
Q99687,22
Q99935,1
Q9C073,7
B7Z9C6,1
O75031,285
Q96DA0,40
Q9BRQ5,4
Q96A35,30
Q9UNA3,11
P12273,14
Q5T749,127
Q9H0A0,61
Q12906,87
Q99685,7
Q96F07,39
E9PC66,2
P54762,5
Q96JA1,19
Q4L235,3
Q309B1,11
P27540,21
I3L2W2,3
P21860,126
P98194,9
Q9ULB1,5
E7EPK1,1
Q9NRX1,27
I4ENP2,3
Q6S545,1
P38919,186
Q9BRL4,3
Q04726,40
P41743,62
Q9UK08,1
Q14114,21
Q86UT8,19
Q5SYC1,18
Q9H6K4,83
Q05066,2
Q5JTZ9,33
O14802,31
Q04912,9
P62736,84
E7ERK7,6
Q96IW2,8
Q8NCX0,7
P51610,61
Q6P1L6,22
O95460,16
Q8IWT0,4
Q96LA5,6
Q9H165,20
O00570,2
O95400,69
P50219,1
Q8IZ03,6
Q96KQ7,91
Q7L9L4,36
Q53GI3,9
Q96IX5,37
A0A0C4DG91,1
P22001,6
Q8TBX8,26
Q9H4Y5,17
D6RIU0,1
Q96L73,13
Q8IXN4,2
C9JEV9,1
Q86WI0,5
P31937,40
P41214,5
P51504,9
P68366,184
Q9H492,391
Q4ZG55,13
Q13884,18
Q5T7N2,328
H3BMM9,1
Q9P0V8,3
P24522,50
P35557,3
F8W726,1
O75290,3
Q7Z2Z2,5
Q9NPI1,37
Q15391,1
P30793,32
Q86XR7,12
P35398,6
Q9UBB9,258
Q8IXW6,1
Q9BY89,43
Q9HCK3,1
Q6IAL2,3
Q9C004,23
O43474,14
B3KNS7,1
J3KRF5,1
Q8N140,14
P0DP57,1
Q9NQS7,14
Q9UL17,4
Q0VFZ6,4
Q9BT78,47
Q9Y287,26
Q9BQS8,49
Q9Y4K4,12
Q8NC60,32
Q9UJ41,69
Q8TDF6,7
P15121,19
O60784,17
Q15735,18
P53609,5
Q5T447,35
Q8N6L7,5
P10600,4
O75365,106
A8MXQ7,1
Q5TEA6,2
Q96G01,13
Q6UXB3,1
Q08AL9,3
Q8NCK3,2
P50995,19
Q96A65,62
A0A140VJX1,1
P61163,35
P53675,61
Q49MG5,4
Q8N144,1
O95373,60
Q9P1Y5,26
Q92185,8
Q59EA2,1
Q9NQG1,23
O95182,41
Q9Y5H8,30
Q96H86,56
Q9UBG0,28
O75691,19
Q5XX13,1
P08236,7
Q96QG7,32
Q9UBP4,57
Q9UBD3,16
Q14CZ0,3
P41732,21
P54136,47
Q15628,99
P86452,2
Q9P219,8
Q6ZRC1,1
P20849,6
Q01629,2
P05386,68
Q9UNL2,24
O00198,3
A8K5N5,1
Q400G9,12
Q9Y6U7,1
Q99442,13
Q9Y6C7,1
